,i,AC_start,trig_start,FI_start,SI_start,sv,state,sustainability,amplitude_mean,amplitude_std_dev,period,period_std_dev
10577,10577.0,0.0999999999999999,0.001,0.0549999999999999,1.2,0.00015,0,0,0,0,0,0
10578,10578.0,0.0999999999999999,0.001,0.0549999999999999,1.2,0.000175,0,0,0,0,0,0
10579,10579.0,0.0999999999999999,0.001,0.0549999999999999,1.2,0.0001999999999999,0,0,0,0,0,0
10580,10580.0,0.0999999999999999,0.001,0.0549999999999999,1.4,0.0001,0,0,0,0,0,0
10581,10581.0,0.0999999999999999,0.001,0.0549999999999999,1.4,0.000125,0,0,0,0,0,0
10582,10582.0,0.0999999999999999,0.001,0.0549999999999999,1.4,0.00015,0,0,0,0,0,0
10583,10583.0,0.0999999999999999,0.001,0.0549999999999999,1.4,0.000175,0,0,0,0,0,0
10584,10584.0,0.0999999999999999,0.001,0.0549999999999999,1.4,0.0001999999999999,0,0,0,0,0,0
10585,10585.0,0.0999999999999999,0.001,0.0549999999999999,1.6,0.0001,0,0,0,0,0,0
10586,10586.0,0.0999999999999999,0.001,0.0549999999999999,1.6,0.000125,0,0,0,0,0,0
10587,10587.0,0.0999999999999999,0.001,0.0549999999999999,1.6,0.00015,0,0,0,0,0,0
10588,10588.0,0.0999999999999999,0.001,0.0549999999999999,1.6,0.000175,0,0,0,0,0,0
10589,10589.0,0.0999999999999999,0.001,0.0549999999999999,1.6,0.0001999999999999,0,0,0,0,0,0
10590,10590.0,0.0999999999999999,0.001,0.0549999999999999,1.8,0.0001,0,0,0,0,0,0
10591,10591.0,0.0999999999999999,0.001,0.0549999999999999,1.8,0.000125,0,0,0,0,0,0
10592,10592.0,0.0999999999999999,0.001,0.0549999999999999,1.8,0.00015,0,0,0,0,0,0
10593,10593.0,0.0999999999999999,0.001,0.0549999999999999,1.8,0.000175,0,0,0,0,0,0
10594,10594.0,0.0999999999999999,0.001,0.0549999999999999,1.8,0.0001999999999999,0,0,0,0,0,0
10595,10595.0,0.0999999999999999,0.001,0.0549999999999999,2.0,0.0001,0,0,0,0,0,0
10596,10596.0,0.0999999999999999,0.001,0.0549999999999999,2.0,0.000125,0,0,0,0,0,0
10597,10597.0,0.0999999999999999,0.001,0.0549999999999999,2.0,0.00015,0,0,0,0,0,0
10598,10598.0,0.0999999999999999,0.001,0.0549999999999999,2.0,0.000175,0,0,0,0,0,0
10599,10599.0,0.0999999999999999,0.001,0.0549999999999999,2.0,0.0001999999999999,0,0,0,0,0,0
10600,10600.0,0.0999999999999999,0.001,0.0599999999999999,0.2,0.0001,0,0,0,0,0,0
10601,10601.0,0.0999999999999999,0.001,0.0599999999999999,0.2,0.000125,0,0,0,0,0,0
10602,10602.0,0.0999999999999999,0.001,0.0599999999999999,0.2,0.00015,0,0,0,0,0,0
10603,10603.0,0.0999999999999999,0.001,0.0599999999999999,0.2,0.000175,0,0,0,0,0,0
10604,10604.0,0.0999999999999999,0.001,0.0599999999999999,0.2,0.0001999999999999,0,0,0,0,0,0
10605,10605.0,0.0999999999999999,0.001,0.0599999999999999,0.4,0.0001,0,0,0,0,0,0
10606,10606.0,0.0999999999999999,0.001,0.0599999999999999,0.4,0.000125,0,0,0,0,0,0
10607,10607.0,0.0999999999999999,0.001,0.0599999999999999,0.4,0.00015,0,0,0,0,0,0
10608,10608.0,0.0999999999999999,0.001,0.0599999999999999,0.4,0.000175,0,0,0,0,0,0
10609,10609.0,0.0999999999999999,0.001,0.0599999999999999,0.4,0.0001999999999999,0,0,0,0,0,0
10610,10610.0,0.0999999999999999,0.001,0.0599999999999999,0.6000000000000001,0.0001,0,0,0,0,0,0
10611,10611.0,0.0999999999999999,0.001,0.0599999999999999,0.6000000000000001,0.000125,0,0,0,0,0,0
10612,10612.0,0.0999999999999999,0.001,0.0599999999999999,0.6000000000000001,0.00015,0,0,0,0,0,0
10613,10613.0,0.0999999999999999,0.001,0.0599999999999999,0.6000000000000001,0.000175,0,0,0,0,0,0
10614,10614.0,0.0999999999999999,0.001,0.0599999999999999,0.6000000000000001,0.0001999999999999,0,0,0,0,0,0
10615,10615.0,0.0999999999999999,0.001,0.0599999999999999,0.8,0.0001,0,0,0,0,0,0
10616,10616.0,0.0999999999999999,0.001,0.0599999999999999,0.8,0.000125,0,0,0,0,0,0
10617,10617.0,0.0999999999999999,0.001,0.0599999999999999,0.8,0.00015,0,0,0,0,0,0
10618,10618.0,0.0999999999999999,0.001,0.0599999999999999,0.8,0.000175,0,0,0,0,0,0
10619,10619.0,0.0999999999999999,0.001,0.0599999999999999,0.8,0.0001999999999999,0,0,0,0,0,0
10620,10620.0,0.0999999999999999,0.001,0.0599999999999999,1.0,0.0001,0,0,0,0,0,0
10621,10621.0,0.0999999999999999,0.001,0.0599999999999999,1.0,0.000125,0,0,0,0,0,0
10622,10622.0,0.0999999999999999,0.001,0.0599999999999999,1.0,0.00015,0,0,0,0,0,0
10623,10623.0,0.0999999999999999,0.001,0.0599999999999999,1.0,0.000175,0,0,0,0,0,0
10624,10624.0,0.0999999999999999,0.001,0.0599999999999999,1.0,0.0001999999999999,0,0,0,0,0,0
10625,10625.0,0.0999999999999999,0.001,0.0599999999999999,1.2,0.0001,0,0,0,0,0,0
10626,10626.0,0.0999999999999999,0.001,0.0599999999999999,1.2,0.000125,0,0,0,0,0,0
10627,10627.0,0.0999999999999999,0.001,0.0599999999999999,1.2,0.00015,0,0,0,0,0,0
10628,10628.0,0.0999999999999999,0.001,0.0599999999999999,1.2,0.000175,0,0,0,0,0,0
10629,10629.0,0.0999999999999999,0.001,0.0599999999999999,1.2,0.0001999999999999,0,0,0,0,0,0
10630,10630.0,0.0999999999999999,0.001,0.0599999999999999,1.4,0.0001,0,0,0,0,0,0
10631,10631.0,0.0999999999999999,0.001,0.0599999999999999,1.4,0.000125,0,0,0,0,0,0
10632,10632.0,0.0999999999999999,0.001,0.0599999999999999,1.4,0.00015,0,0,0,0,0,0
10633,10633.0,0.0999999999999999,0.001,0.0599999999999999,1.4,0.000175,0,0,0,0,0,0
10634,10634.0,0.0999999999999999,0.001,0.0599999999999999,1.4,0.0001999999999999,0,0,0,0,0,0
10635,10635.0,0.0999999999999999,0.001,0.0599999999999999,1.6,0.0001,0,0,0,0,0,0
10636,10636.0,0.0999999999999999,0.001,0.0599999999999999,1.6,0.000125,0,0,0,0,0,0
10637,10637.0,0.0999999999999999,0.001,0.0599999999999999,1.6,0.00015,0,0,0,0,0,0
10638,10638.0,0.0999999999999999,0.001,0.0599999999999999,1.6,0.000175,0,0,0,0,0,0
10639,10639.0,0.0999999999999999,0.001,0.0599999999999999,1.6,0.0001999999999999,0,0,0,0,0,0
10640,10640.0,0.0999999999999999,0.001,0.0599999999999999,1.8,0.0001,0,0,0,0,0,0
10641,10641.0,0.0999999999999999,0.001,0.0599999999999999,1.8,0.000125,0,0,0,0,0,0
10642,10642.0,0.0999999999999999,0.001,0.0599999999999999,1.8,0.00015,0,0,0,0,0,0
10643,10643.0,0.0999999999999999,0.001,0.0599999999999999,1.8,0.000175,0,0,0,0,0,0
10644,10644.0,0.0999999999999999,0.001,0.0599999999999999,1.8,0.0001999999999999,0,0,0,0,0,0
10645,10645.0,0.0999999999999999,0.001,0.0599999999999999,2.0,0.0001,0,0,0,0,0,0
10646,10646.0,0.0999999999999999,0.001,0.0599999999999999,2.0,0.000125,0,0,0,0,0,0
10647,10647.0,0.0999999999999999,0.001,0.0599999999999999,2.0,0.00015,0,0,0,0,0,0
10648,10648.0,0.0999999999999999,0.001,0.0599999999999999,2.0,0.000175,0,0,0,0,0,0
10649,10649.0,0.0999999999999999,0.001,0.0599999999999999,2.0,0.0001999999999999,0,0,0,0,0,0
10650,10650.0,0.0999999999999999,0.001,0.0649999999999999,0.2,0.0001,0,0,0,0,0,0
10651,10651.0,0.0999999999999999,0.001,0.0649999999999999,0.2,0.000125,0,0,0,0,0,0
10652,10652.0,0.0999999999999999,0.001,0.0649999999999999,0.2,0.00015,0,0,0,0,0,0
10653,10653.0,0.0999999999999999,0.001,0.0649999999999999,0.2,0.000175,0,0,0,0,0,0
10654,10654.0,0.0999999999999999,0.001,0.0649999999999999,0.2,0.0001999999999999,0,0,0,0,0,0
10655,10655.0,0.0999999999999999,0.001,0.0649999999999999,0.4,0.0001,0,0,0,0,0,0
10656,10656.0,0.0999999999999999,0.001,0.0649999999999999,0.4,0.000125,0,0,0,0,0,0
10657,10657.0,0.0999999999999999,0.001,0.0649999999999999,0.4,0.00015,0,0,0,0,0,0
10658,10658.0,0.0999999999999999,0.001,0.0649999999999999,0.4,0.000175,0,0,0,0,0,0
10659,10659.0,0.0999999999999999,0.001,0.0649999999999999,0.4,0.0001999999999999,0,0,0,0,0,0
10660,10660.0,0.0999999999999999,0.001,0.0649999999999999,0.6000000000000001,0.0001,0,0,0,0,0,0
10661,10661.0,0.0999999999999999,0.001,0.0649999999999999,0.6000000000000001,0.000125,0,0,0,0,0,0
10662,10662.0,0.0999999999999999,0.001,0.0649999999999999,0.6000000000000001,0.00015,0,0,0,0,0,0
10663,10663.0,0.0999999999999999,0.001,0.0649999999999999,0.6000000000000001,0.000175,0,0,0,0,0,0
10664,10664.0,0.0999999999999999,0.001,0.0649999999999999,0.6000000000000001,0.0001999999999999,0,0,0,0,0,0
10665,10665.0,0.0999999999999999,0.001,0.0649999999999999,0.8,0.0001,0,0,0,0,0,0
10666,10666.0,0.0999999999999999,0.001,0.0649999999999999,0.8,0.000125,0,0,0,0,0,0
10667,10667.0,0.0999999999999999,0.001,0.0649999999999999,0.8,0.00015,0,0,0,0,0,0
10668,10668.0,0.0999999999999999,0.001,0.0649999999999999,0.8,0.000175,0,0,0,0,0,0
10669,10669.0,0.0999999999999999,0.001,0.0649999999999999,0.8,0.0001999999999999,0,0,0,0,0,0
10670,10670.0,0.0999999999999999,0.001,0.0649999999999999,1.0,0.0001,0,0,0,0,0,0
10671,10671.0,0.0999999999999999,0.001,0.0649999999999999,1.0,0.000125,0,0,0,0,0,0
10672,10672.0,0.0999999999999999,0.001,0.0649999999999999,1.0,0.00015,0,0,0,0,0,0
10673,10673.0,0.0999999999999999,0.001,0.0649999999999999,1.0,0.000175,0,0,0,0,0,0
10674,10674.0,0.0999999999999999,0.001,0.0649999999999999,1.0,0.0001999999999999,0,0,0,0,0,0
10675,10675.0,0.0999999999999999,0.001,0.0649999999999999,1.2,0.0001,0,0,0,0,0,0
10676,10676.0,0.0999999999999999,0.001,0.0649999999999999,1.2,0.000125,0,0,0,0,0,0
10677,10677.0,0.0999999999999999,0.001,0.0649999999999999,1.2,0.00015,0,0,0,0,0,0
10678,10678.0,0.0999999999999999,0.001,0.0649999999999999,1.2,0.000175,0,0,0,0,0,0
10679,10679.0,0.0999999999999999,0.001,0.0649999999999999,1.2,0.0001999999999999,0,0,0,0,0,0
10680,10680.0,0.0999999999999999,0.001,0.0649999999999999,1.4,0.0001,0,0,0,0,0,0
10681,10681.0,0.0999999999999999,0.001,0.0649999999999999,1.4,0.000125,0,0,0,0,0,0
10682,10682.0,0.0999999999999999,0.001,0.0649999999999999,1.4,0.00015,0,0,0,0,0,0
10683,10683.0,0.0999999999999999,0.001,0.0649999999999999,1.4,0.000175,0,0,0,0,0,0
10684,10684.0,0.0999999999999999,0.001,0.0649999999999999,1.4,0.0001999999999999,0,0,0,0,0,0
10685,10685.0,0.0999999999999999,0.001,0.0649999999999999,1.6,0.0001,0,0,0,0,0,0
10686,10686.0,0.0999999999999999,0.001,0.0649999999999999,1.6,0.000125,0,0,0,0,0,0
10687,10687.0,0.0999999999999999,0.001,0.0649999999999999,1.6,0.00015,0,0,0,0,0,0
10688,10688.0,0.0999999999999999,0.001,0.0649999999999999,1.6,0.000175,0,0,0,0,0,0
10689,10689.0,0.0999999999999999,0.001,0.0649999999999999,1.6,0.0001999999999999,0,0,0,0,0,0
10690,10690.0,0.0999999999999999,0.001,0.0649999999999999,1.8,0.0001,0,0,0,0,0,0
10691,10691.0,0.0999999999999999,0.001,0.0649999999999999,1.8,0.000125,0,0,0,0,0,0
10692,10692.0,0.0999999999999999,0.001,0.0649999999999999,1.8,0.00015,0,0,0,0,0,0
10693,10693.0,0.0999999999999999,0.001,0.0649999999999999,1.8,0.000175,0,0,0,0,0,0
10694,10694.0,0.0999999999999999,0.001,0.0649999999999999,1.8,0.0001999999999999,0,0,0,0,0,0
10695,10695.0,0.0999999999999999,0.001,0.0649999999999999,2.0,0.0001,0,0,0,0,0,0
10696,10696.0,0.0999999999999999,0.001,0.0649999999999999,2.0,0.000125,0,0,0,0,0,0
10697,10697.0,0.0999999999999999,0.001,0.0649999999999999,2.0,0.00015,0,0,0,0,0,0
10698,10698.0,0.0999999999999999,0.001,0.0649999999999999,2.0,0.000175,0,0,0,0,0,0
10699,10699.0,0.0999999999999999,0.001,0.0649999999999999,2.0,0.0001999999999999,0,0,0,0,0,0
10700,10700.0,0.0999999999999999,0.001,0.0699999999999999,0.2,0.0001,0,0,0,0,0,0
10701,10701.0,0.0999999999999999,0.001,0.0699999999999999,0.2,0.000125,0,0,0,0,0,0
10702,10702.0,0.0999999999999999,0.001,0.0699999999999999,0.2,0.00015,0,0,0,0,0,0
10703,10703.0,0.0999999999999999,0.001,0.0699999999999999,0.2,0.000175,0,0,0,0,0,0
10704,10704.0,0.0999999999999999,0.001,0.0699999999999999,0.2,0.0001999999999999,0,0,0,0,0,0
10705,10705.0,0.0999999999999999,0.001,0.0699999999999999,0.4,0.0001,0,0,0,0,0,0
10706,10706.0,0.0999999999999999,0.001,0.0699999999999999,0.4,0.000125,0,0,0,0,0,0
10707,10707.0,0.0999999999999999,0.001,0.0699999999999999,0.4,0.00015,0,0,0,0,0,0
10708,10708.0,0.0999999999999999,0.001,0.0699999999999999,0.4,0.000175,0,0,0,0,0,0
10709,10709.0,0.0999999999999999,0.001,0.0699999999999999,0.4,0.0001999999999999,0,0,0,0,0,0
10710,10710.0,0.0999999999999999,0.001,0.0699999999999999,0.6000000000000001,0.0001,0,0,0,0,0,0
10711,10711.0,0.0999999999999999,0.001,0.0699999999999999,0.6000000000000001,0.000125,0,0,0,0,0,0
10712,10712.0,0.0999999999999999,0.001,0.0699999999999999,0.6000000000000001,0.00015,0,0,0,0,0,0
10713,10713.0,0.0999999999999999,0.001,0.0699999999999999,0.6000000000000001,0.000175,0,0,0,0,0,0
10714,10714.0,0.0999999999999999,0.001,0.0699999999999999,0.6000000000000001,0.0001999999999999,0,0,0,0,0,0
10715,10715.0,0.0999999999999999,0.001,0.0699999999999999,0.8,0.0001,0,0,0,0,0,0
10716,10716.0,0.0999999999999999,0.001,0.0699999999999999,0.8,0.000125,0,0,0,0,0,0
10717,10717.0,0.0999999999999999,0.001,0.0699999999999999,0.8,0.00015,0,0,0,0,0,0
10718,10718.0,0.0999999999999999,0.001,0.0699999999999999,0.8,0.000175,0,0,0,0,0,0
10719,10719.0,0.0999999999999999,0.001,0.0699999999999999,0.8,0.0001999999999999,0,0,0,0,0,0
10720,10720.0,0.0999999999999999,0.001,0.0699999999999999,1.0,0.0001,0,0,0,0,0,0
10721,10721.0,0.0999999999999999,0.001,0.0699999999999999,1.0,0.000125,0,0,0,0,0,0
10722,10722.0,0.0999999999999999,0.001,0.0699999999999999,1.0,0.00015,0,0,0,0,0,0
10723,10723.0,0.0999999999999999,0.001,0.0699999999999999,1.0,0.000175,0,0,0,0,0,0
10724,10724.0,0.0999999999999999,0.001,0.0699999999999999,1.0,0.0001999999999999,0,0,0,0,0,0
10725,10725.0,0.0999999999999999,0.001,0.0699999999999999,1.2,0.0001,0,0,0,0,0,0
10726,10726.0,0.0999999999999999,0.001,0.0699999999999999,1.2,0.000125,0,0,0,0,0,0
10727,10727.0,0.0999999999999999,0.001,0.0699999999999999,1.2,0.00015,0,0,0,0,0,0
10728,10728.0,0.0999999999999999,0.001,0.0699999999999999,1.2,0.000175,0,0,0,0,0,0
10729,10729.0,0.0999999999999999,0.001,0.0699999999999999,1.2,0.0001999999999999,0,0,0,0,0,0
10730,10730.0,0.0999999999999999,0.001,0.0699999999999999,1.4,0.0001,0,0,0,0,0,0
10731,10731.0,0.0999999999999999,0.001,0.0699999999999999,1.4,0.000125,0,0,0,0,0,0
10732,10732.0,0.0999999999999999,0.001,0.0699999999999999,1.4,0.00015,0,0,0,0,0,0
10733,10733.0,0.0999999999999999,0.001,0.0699999999999999,1.4,0.000175,0,0,0,0,0,0
10734,10734.0,0.0999999999999999,0.001,0.0699999999999999,1.4,0.0001999999999999,0,0,0,0,0,0
10735,10735.0,0.0999999999999999,0.001,0.0699999999999999,1.6,0.0001,0,0,0,0,0,0
10736,10736.0,0.0999999999999999,0.001,0.0699999999999999,1.6,0.000125,0,0,0,0,0,0
10737,10737.0,0.0999999999999999,0.001,0.0699999999999999,1.6,0.00015,0,0,0,0,0,0
10738,10738.0,0.0999999999999999,0.001,0.0699999999999999,1.6,0.000175,0,0,0,0,0,0
10739,10739.0,0.0999999999999999,0.001,0.0699999999999999,1.6,0.0001999999999999,0,0,0,0,0,0
10740,10740.0,0.0999999999999999,0.001,0.0699999999999999,1.8,0.0001,0,0,0,0,0,0
10741,10741.0,0.0999999999999999,0.001,0.0699999999999999,1.8,0.000125,0,0,0,0,0,0
10742,10742.0,0.0999999999999999,0.001,0.0699999999999999,1.8,0.00015,0,0,0,0,0,0
10743,10743.0,0.0999999999999999,0.001,0.0699999999999999,1.8,0.000175,0,0,0,0,0,0
10744,10744.0,0.0999999999999999,0.001,0.0699999999999999,1.8,0.0001999999999999,0,0,0,0,0,0
10745,10745.0,0.0999999999999999,0.001,0.0699999999999999,2.0,0.0001,0,0,0,0,0,0
10746,10746.0,0.0999999999999999,0.001,0.0699999999999999,2.0,0.000125,0,0,0,0,0,0
10747,10747.0,0.0999999999999999,0.001,0.0699999999999999,2.0,0.00015,0,0,0,0,0,0
10748,10748.0,0.0999999999999999,0.001,0.0699999999999999,2.0,0.000175,0,0,0,0,0,0
10749,10749.0,0.0999999999999999,0.001,0.0699999999999999,2.0,0.0001999999999999,0,0,0,0,0,0
10750,10750.0,0.0999999999999999,0.001,0.0749999999999999,0.2,0.0001,0,0,0,0,0,0
10751,10751.0,0.0999999999999999,0.001,0.0749999999999999,0.2,0.000125,0,0,0,0,0,0
10752,10752.0,0.0999999999999999,0.001,0.0749999999999999,0.2,0.00015,0,0,0,0,0,0
10753,10753.0,0.0999999999999999,0.001,0.0749999999999999,0.2,0.000175,0,0,0,0,0,0
10754,10754.0,0.0999999999999999,0.001,0.0749999999999999,0.2,0.0001999999999999,0,0,0,0,0,0
10755,10755.0,0.0999999999999999,0.001,0.0749999999999999,0.4,0.0001,0,0,0,0,0,0
10756,10756.0,0.0999999999999999,0.001,0.0749999999999999,0.4,0.000125,0,0,0,0,0,0
10757,10757.0,0.0999999999999999,0.001,0.0749999999999999,0.4,0.00015,0,0,0,0,0,0
10758,10758.0,0.0999999999999999,0.001,0.0749999999999999,0.4,0.000175,0,0,0,0,0,0
10759,10759.0,0.0999999999999999,0.001,0.0749999999999999,0.4,0.0001999999999999,0,0,0,0,0,0
10760,10760.0,0.0999999999999999,0.001,0.0749999999999999,0.6000000000000001,0.0001,0,0,0,0,0,0
10761,10761.0,0.0999999999999999,0.001,0.0749999999999999,0.6000000000000001,0.000125,0,0,0,0,0,0
10762,10762.0,0.0999999999999999,0.001,0.0749999999999999,0.6000000000000001,0.00015,0,0,0,0,0,0
10763,10763.0,0.0999999999999999,0.001,0.0749999999999999,0.6000000000000001,0.000175,0,0,0,0,0,0
10764,10764.0,0.0999999999999999,0.001,0.0749999999999999,0.6000000000000001,0.0001999999999999,0,0,0,0,0,0
10765,10765.0,0.0999999999999999,0.001,0.0749999999999999,0.8,0.0001,0,0,0,0,0,0
10766,10766.0,0.0999999999999999,0.001,0.0749999999999999,0.8,0.000125,0,0,0,0,0,0
10767,10767.0,0.0999999999999999,0.001,0.0749999999999999,0.8,0.00015,0,0,0,0,0,0
10768,10768.0,0.0999999999999999,0.001,0.0749999999999999,0.8,0.000175,0,0,0,0,0,0
10769,10769.0,0.0999999999999999,0.001,0.0749999999999999,0.8,0.0001999999999999,0,0,0,0,0,0
10770,10770.0,0.0999999999999999,0.001,0.0749999999999999,1.0,0.0001,0,0,0,0,0,0
10771,10771.0,0.0999999999999999,0.001,0.0749999999999999,1.0,0.000125,0,0,0,0,0,0
10772,10772.0,0.0999999999999999,0.001,0.0749999999999999,1.0,0.00015,0,0,0,0,0,0
10773,10773.0,0.0999999999999999,0.001,0.0749999999999999,1.0,0.000175,0,0,0,0,0,0
10774,10774.0,0.0999999999999999,0.001,0.0749999999999999,1.0,0.0001999999999999,0,0,0,0,0,0
10775,10775.0,0.0999999999999999,0.001,0.0749999999999999,1.2,0.0001,0,0,0,0,0,0
10776,10776.0,0.0999999999999999,0.001,0.0749999999999999,1.2,0.000125,0,0,0,0,0,0
10777,10777.0,0.0999999999999999,0.001,0.0749999999999999,1.2,0.00015,0,0,0,0,0,0
10778,10778.0,0.0999999999999999,0.001,0.0749999999999999,1.2,0.000175,0,0,0,0,0,0
10779,10779.0,0.0999999999999999,0.001,0.0749999999999999,1.2,0.0001999999999999,0,0,0,0,0,0
10780,10780.0,0.0999999999999999,0.001,0.0749999999999999,1.4,0.0001,0,0,0,0,0,0
10781,10781.0,0.0999999999999999,0.001,0.0749999999999999,1.4,0.000125,0,0,0,0,0,0
10782,10782.0,0.0999999999999999,0.001,0.0749999999999999,1.4,0.00015,0,0,0,0,0,0
10783,10783.0,0.0999999999999999,0.001,0.0749999999999999,1.4,0.000175,0,0,0,0,0,0
10784,10784.0,0.0999999999999999,0.001,0.0749999999999999,1.4,0.0001999999999999,0,0,0,0,0,0
10785,10785.0,0.0999999999999999,0.001,0.0749999999999999,1.6,0.0001,0,0,0,0,0,0
10786,10786.0,0.0999999999999999,0.001,0.0749999999999999,1.6,0.000125,0,0,0,0,0,0
10787,10787.0,0.0999999999999999,0.001,0.0749999999999999,1.6,0.00015,0,0,0,0,0,0
10788,10788.0,0.0999999999999999,0.001,0.0749999999999999,1.6,0.000175,0,0,0,0,0,0
10789,10789.0,0.0999999999999999,0.001,0.0749999999999999,1.6,0.0001999999999999,0,0,0,0,0,0
10790,10790.0,0.0999999999999999,0.001,0.0749999999999999,1.8,0.0001,0,0,0,0,0,0
10791,10791.0,0.0999999999999999,0.001,0.0749999999999999,1.8,0.000125,0,0,0,0,0,0
10792,10792.0,0.0999999999999999,0.001,0.0749999999999999,1.8,0.00015,0,0,0,0,0,0
10793,10793.0,0.0999999999999999,0.001,0.0749999999999999,1.8,0.000175,0,0,0,0,0,0
10794,10794.0,0.0999999999999999,0.001,0.0749999999999999,1.8,0.0001999999999999,0,0,0,0,0,0
10795,10795.0,0.0999999999999999,0.001,0.0749999999999999,2.0,0.0001,0,0,0,0,0,0
10796,10796.0,0.0999999999999999,0.001,0.0749999999999999,2.0,0.000125,0,0,0,0,0,0
10797,10797.0,0.0999999999999999,0.001,0.0749999999999999,2.0,0.00015,0,0,0,0,0,0
10798,10798.0,0.0999999999999999,0.001,0.0749999999999999,2.0,0.000175,0,0,0,0,0,0
10799,10799.0,0.0999999999999999,0.001,0.0749999999999999,2.0,0.0001999999999999,0,0,0,0,0,0
10800,10800.0,0.0999999999999999,0.00125,0.04,0.2,0.0001,0,0,0,0,0,0
10801,10801.0,0.0999999999999999,0.00125,0.04,0.2,0.000125,0,0,0,0,0,0
10802,10802.0,0.0999999999999999,0.00125,0.04,0.2,0.00015,0,0,0,0,0,0
10803,10803.0,0.0999999999999999,0.00125,0.04,0.2,0.000175,0,0,0,0,0,0
10804,10804.0,0.0999999999999999,0.00125,0.04,0.2,0.0001999999999999,0,0,0,0,0,0
10805,10805.0,0.0999999999999999,0.00125,0.04,0.4,0.0001,0,0,0,0,0,0
10806,10806.0,0.0999999999999999,0.00125,0.04,0.4,0.000125,0,0,0,0,0,0
10807,10807.0,0.0999999999999999,0.00125,0.04,0.4,0.00015,0,0,0,0,0,0
10808,10808.0,0.0999999999999999,0.00125,0.04,0.4,0.000175,0,0,0,0,0,0
10809,10809.0,0.0999999999999999,0.00125,0.04,0.4,0.0001999999999999,0,0,0,0,0,0
10810,10810.0,0.0999999999999999,0.00125,0.04,0.6000000000000001,0.0001,0,0,0,0,0,0
10811,10811.0,0.0999999999999999,0.00125,0.04,0.6000000000000001,0.000125,0,0,0,0,0,0
10812,10812.0,0.0999999999999999,0.00125,0.04,0.6000000000000001,0.00015,0,0,0,0,0,0
10813,10813.0,0.0999999999999999,0.00125,0.04,0.6000000000000001,0.000175,0,0,0,0,0,0
10814,10814.0,0.0999999999999999,0.00125,0.04,0.6000000000000001,0.0001999999999999,0,0,0,0,0,0
10815,10815.0,0.0999999999999999,0.00125,0.04,0.8,0.0001,1,1,0.026558154503247035,8.298229581134613e-06,10772.5,4.330127018922194
10816,10816.0,0.0999999999999999,0.00125,0.04,0.8,0.000125,1,1,0.03253454105489893,1.4429513239837073e-05,11777.142857142857,4.5175395145262565
10817,10817.0,0.0999999999999999,0.00125,0.04,0.8,0.00015,1,1,0.03757372740051103,1.628952177274912e-05,13150.0,0.0
10818,10818.0,0.0999999999999999,0.00125,0.04,0.8,0.000175,0,0,0,0,0,0
10819,10819.0,0.0999999999999999,0.00125,0.04,0.8,0.0001999999999999,0,0,0,0,0,0
10820,10820.0,0.0999999999999999,0.00125,0.04,1.0,0.0001,1,1,0.0247124333667568,6.117763270237914e-06,10606.25,4.841229182759271
10821,10821.0,0.0999999999999999,0.00125,0.04,1.0,0.000125,1,1,0.03053051358250073,1.3480302947958074e-05,11558.57142857143,3.499271061118826
10822,10822.0,0.0999999999999999,0.00125,0.04,1.0,0.00015,1,1,0.03545881275054018,1.3460884807703759e-05,12856.666666666666,4.714045207910316
10823,10823.0,0.0999999999999999,0.00125,0.04,1.0,0.000175,1,1,0.039440858315233994,2.460242272469984e-05,14862.0,4.0
10824,10824.0,0.0999999999999999,0.00125,0.04,1.0,0.0001999999999999,1,1,0.04234733678343394,6.644989930658641e-06,18912.5,4.330127018922194
10825,10825.0,0.0999999999999999,0.00125,0.04,1.2,0.0001,1,1,0.02296817792921009,7.481531067462455e-06,10535.0,5.0
10826,10826.0,0.0999999999999999,0.00125,0.04,1.2,0.000125,1,1,0.028637788296731206,1.1843064494038929e-05,11467.142857142857,4.5175395145262565
10827,10827.0,0.0999999999999999,0.00125,0.04,1.2,0.00015,1,1,0.03345226900890211,7.513823243741609e-06,12750.0,0.0
10828,10828.0,0.0999999999999999,0.00125,0.04,1.2,0.000175,1,1,0.03733025629827022,2.4576703711922084e-05,14744.0,4.898979485566356
10829,10829.0,0.0999999999999999,0.00125,0.04,1.2,0.0001999999999999,1,1,0.040212967332992844,1.4318157605841126e-05,18815.0,5.0
10830,10830.0,0.0999999999999999,0.00125,0.04,1.4,0.0001,1,1,0.02133945512223389,1.0722879803032394e-05,10497.5,4.330127018922194
10831,10831.0,0.0999999999999999,0.00125,0.04,1.4,0.000125,1,1,0.026859836521665705,1.3918206633198773e-05,11422.857142857143,4.5175395145262565
10832,10832.0,0.0999999999999999,0.00125,0.04,1.4,0.00015,1,1,0.03156419077931745,9.656557580938598e-06,12700.0,0.0
10833,10833.0,0.0999999999999999,0.00125,0.04,1.4,0.000175,1,1,0.03534765597628223,2.899356139333832e-05,14694.0,4.898979485566356
10834,10834.0,0.0999999999999999,0.00125,0.04,1.4,0.0001999999999999,1,1,0.038167876070055264,1.3072143365321794e-05,18805.0,5.0
10835,10835.0,0.0999999999999999,0.00125,0.04,1.6,0.0001,1,1,0.01982391952777538,1.1913292641534231e-05,10472.5,4.330127018922194
