,i,AC_start,trig_start,FI_start,SI_start,sv,state,sustainability,amplitude_mean,amplitude_std_dev,period,period_std_dev
12548,12548.0,0.0999999999999999,0.00225,0.0499999999999999,2.0,0.000175,1,1,0.0185905792904168,1.1385033451068537e-05,9905.555555555555,4.969039949999533
12549,12549.0,0.0999999999999999,0.00225,0.0499999999999999,2.0,0.0001999999999999,1,1,0.021189685313679516,1.3240781047013346e-05,11172.5,4.330127018922194
12550,12550.0,0.0999999999999999,0.00225,0.0549999999999999,0.2,0.0001,0,0,0,0,0,0
12551,12551.0,0.0999999999999999,0.00225,0.0549999999999999,0.2,0.000125,0,0,0,0,0,0
12552,12552.0,0.0999999999999999,0.00225,0.0549999999999999,0.2,0.00015,0,0,0,0,0,0
12553,12553.0,0.0999999999999999,0.00225,0.0549999999999999,0.2,0.000175,0,0,0,0,0,0
12554,12554.0,0.0999999999999999,0.00225,0.0549999999999999,0.2,0.0001999999999999,0,0,0,0,0,0
12555,12555.0,0.0999999999999999,0.00225,0.0549999999999999,0.4,0.0001,0,0,0,0,0,0
12556,12556.0,0.0999999999999999,0.00225,0.0549999999999999,0.4,0.000125,0,0,0,0,0,0
12557,12557.0,0.0999999999999999,0.00225,0.0549999999999999,0.4,0.00015,0,0,0,0,0,0
12558,12558.0,0.0999999999999999,0.00225,0.0549999999999999,0.4,0.000175,0,0,0,0,0,0
12559,12559.0,0.0999999999999999,0.00225,0.0549999999999999,0.4,0.0001999999999999,0,0,0,0,0,0
12560,12560.0,0.0999999999999999,0.00225,0.0549999999999999,0.6000000000000001,0.0001,1,1,0.019286098787542828,2.4290490761408007e-06,10281.111111111111,3.1426968052735442
12561,12561.0,0.0999999999999999,0.00225,0.0549999999999999,0.6000000000000001,0.000125,1,1,0.0238418856312375,5.085992533942805e-07,11320.0,5.0
12562,12562.0,0.0999999999999999,0.00225,0.0549999999999999,0.6000000000000001,0.00015,1,1,0.02779699231804006,6.668636727885868e-06,12751.666666666666,3.726779962499649
12563,12563.0,0.0999999999999999,0.00225,0.0549999999999999,0.6000000000000001,0.000175,1,1,0.031084236819046245,9.300188547970491e-06,15058.0,4.0
12564,12564.0,0.0999999999999999,0.00225,0.0549999999999999,0.6000000000000001,0.0001999999999999,1,1,0.033569756324995176,7.265313468513725e-06,20576.666666666668,4.714045207910317
12565,12565.0,0.0999999999999999,0.00225,0.0549999999999999,0.8,0.0001,1,1,0.017410238774306634,3.2268034352885266e-06,10035.555555555555,4.969039949999533
12566,12566.0,0.0999999999999999,0.00225,0.0549999999999999,0.8,0.000125,1,1,0.021809469890976086,4.986612571660627e-06,11022.5,4.330127018922194
12567,12567.0,0.0999999999999999,0.00225,0.0549999999999999,0.8,0.00015,1,1,0.02562949335754338,4.845339104995478e-06,12404.285714285714,4.948716593053935
12568,12568.0,0.0999999999999999,0.00225,0.0549999999999999,0.8,0.000175,1,1,0.028809162780852927,8.822567700039382e-06,14668.0,4.0
12569,12569.0,0.0999999999999999,0.00225,0.0549999999999999,0.8,0.0001999999999999,1,1,0.03122138324454865,1.1737157410924178e-05,20236.666666666668,4.714045207910317
12570,12570.0,0.0999999999999999,0.00225,0.0549999999999999,1.0,0.0001,1,1,0.01571892118850604,3.58443722240431e-06,9945.555555555555,4.969039949999533
12571,12571.0,0.0999999999999999,0.00225,0.0549999999999999,1.0,0.000125,1,1,0.01996219840642143,7.12242254543647e-06,10916.25,4.841229182759271
12572,12572.0,0.0999999999999999,0.00225,0.0549999999999999,1.0,0.00015,1,1,0.023661945567217554,7.324170374705612e-06,12287.142857142857,4.5175395145262565
12573,12573.0,0.0999999999999999,0.00225,0.0549999999999999,1.0,0.000175,1,1,0.02675685173412416,9.806472440412465e-06,14554.0,4.898979485566356
12574,12574.0,0.0999999999999999,0.00225,0.0549999999999999,1.0,0.0001999999999999,1,1,0.029086074455962264,7.977845191128609e-06,20240.0,0.0
12575,12575.0,0.0999999999999999,0.00225,0.0549999999999999,1.2,0.0001,1,1,0.014188639850127461,3.7924392132895126e-06,9893.333333333334,4.714045207910316
12576,12576.0,0.0999999999999999,0.00225,0.0549999999999999,1.2,0.000125,1,1,0.01828403939776483,6.145575058480695e-06,10867.5,4.330127018922194
12577,12577.0,0.0999999999999999,0.00225,0.0549999999999999,1.2,0.00015,1,1,0.02186640428554849,8.540679370656963e-06,12238.57142857143,3.499271061118826
12578,12578.0,0.0999999999999999,0.00225,0.0549999999999999,1.2,0.000175,1,1,0.02486020284601768,8.163963469406481e-06,14518.0,4.0
12579,12579.0,0.0999999999999999,0.00225,0.0549999999999999,1.2,0.0001999999999999,1,1,0.02713132637071883,1.1222352776846017e-06,20340.0,0.0
12580,12580.0,0.0999999999999999,0.00225,0.0549999999999999,1.4,0.0001,1,1,0.012795829180803733,6.0628891587598e-06,9845.555555555555,4.969039949999533
12581,12581.0,0.0999999999999999,0.00225,0.0549999999999999,1.4,0.000125,1,1,0.016747550207725156,5.934339123215133e-06,10837.5,4.330127018922194
12582,12582.0,0.0999999999999999,0.00225,0.0549999999999999,1.4,0.00015,1,1,0.020218490696619955,6.743126862238619e-06,12218.57142857143,3.499271061118826
12583,12583.0,0.0999999999999999,0.00225,0.0549999999999999,1.4,0.000175,1,1,0.02313063676010993,1.0158994818845504e-05,14518.0,4.0
12584,12584.0,0.0999999999999999,0.00225,0.0549999999999999,1.4,0.0001999999999999,1,1,0.02531342604338925,8.0663227175611e-06,20490.0,0.0
12585,12585.0,0.0999999999999999,0.00225,0.0549999999999999,1.6,0.0001,1,1,0.011520145877699567,9.963697349584493e-06,9783.333333333334,4.714045207910316
12586,12586.0,0.0999999999999999,0.00225,0.0549999999999999,1.6,0.000125,1,1,0.015327755107175243,5.702678841446769e-06,10808.75,3.307189138830738
12587,12587.0,0.0999999999999999,0.00225,0.0549999999999999,1.6,0.00015,1,1,0.018689977844139373,8.240575191273726e-06,12207.142857142857,4.5175395145262565
12588,12588.0,0.0999999999999999,0.00225,0.0549999999999999,1.6,0.000175,1,1,0.021515865784639713,1.0743831099604791e-05,14532.0,4.0
12589,12589.0,0.0999999999999999,0.00225,0.0549999999999999,1.6,0.0001999999999999,1,1,0.02360875820855641,2.037077770461891e-05,20666.666666666668,4.714045207910317
12590,12590.0,0.0999999999999999,0.00225,0.0549999999999999,1.8,0.0001,1,1,0.010349032668046687,1.719329278529807e-05,9703.333333333334,4.714045207910316
12591,12591.0,0.0999999999999999,0.00225,0.0549999999999999,1.8,0.000125,1,1,0.01401885730499717,7.2217828830053e-06,10772.5,4.330127018922194
12592,12592.0,0.0999999999999999,0.00225,0.0549999999999999,1.8,0.00015,1,1,0.017268254280876368,1.0170146229256435e-05,12195.714285714286,4.948716593053935
12593,12593.0,0.0999999999999999,0.00225,0.0549999999999999,1.8,0.000175,1,1,0.020013178003325013,5.712725373379016e-06,14550.0,0.0
12594,12594.0,0.0999999999999999,0.00225,0.0549999999999999,1.8,0.0001999999999999,1,1,0.0220257458411064,1.0132985413579088e-05,20866.666666666668,4.714045207910317
12595,12595.0,0.0999999999999999,0.00225,0.0549999999999999,2.0,0.0001,1,1,0.009271953406555192,2.1191195051359908e-05,9600.0,0.0
12596,12596.0,0.0999999999999999,0.00225,0.0549999999999999,2.0,0.000125,1,1,0.012803308798090057,9.059935311917042e-06,10723.75,4.841229182759271
12597,12597.0,0.0999999999999999,0.00225,0.0549999999999999,2.0,0.00015,1,1,0.01594518775449557,7.2129052236241405e-06,12178.57142857143,3.499271061118826
12598,12598.0,0.0999999999999999,0.00225,0.0549999999999999,2.0,0.000175,1,1,0.018604671130003997,4.932051659847222e-06,14570.0,0.0
12599,12599.0,0.0999999999999999,0.00225,0.0549999999999999,2.0,0.0001999999999999,1,1,0.020549482093156487,2.9648153129528354e-06,21080.0,0.0
12600,12600.0,0.0999999999999999,0.00225,0.0599999999999999,0.2,0.0001,0,0,0,0,0,0
12601,12601.0,0.0999999999999999,0.00225,0.0599999999999999,0.2,0.000125,0,0,0,0,0,0
12602,12602.0,0.0999999999999999,0.00225,0.0599999999999999,0.2,0.00015,0,0,0,0,0,0
12603,12603.0,0.0999999999999999,0.00225,0.0599999999999999,0.2,0.000175,0,0,0,0,0,0
12604,12604.0,0.0999999999999999,0.00225,0.0599999999999999,0.2,0.0001999999999999,0,0,0,0,0,0
12605,12605.0,0.0999999999999999,0.00225,0.0599999999999999,0.4,0.0001,1,1,0.021989675836495925,2.782310508632294e-06,13901.666666666666,3.7267799624996494
12606,12606.0,0.0999999999999999,0.00225,0.0599999999999999,0.4,0.000125,0,0,0,0,0,0
12607,12607.0,0.0999999999999999,0.00225,0.0599999999999999,0.4,0.00015,0,0,0,0,0,0
12608,12608.0,0.0999999999999999,0.00225,0.0599999999999999,0.4,0.000175,0,0,0,0,0,0
12609,12609.0,0.0999999999999999,0.00225,0.0599999999999999,0.4,0.0001999999999999,0,0,0,0,0,0
12610,12610.0,0.0999999999999999,0.00225,0.0599999999999999,0.6000000000000001,0.0001,1,1,0.019800073035542237,1.8607123849662156e-06,13030.0,0.0
12611,12611.0,0.0999999999999999,0.00225,0.0599999999999999,0.6000000000000001,0.000125,1,1,0.02410727221777198,3.814990878925244e-06,15130.0,0.0
12612,12612.0,0.0999999999999999,0.00225,0.0599999999999999,0.6000000000000001,0.00015,1,1,0.027588511446312143,7.080693511156276e-06,19232.5,4.330127018922194
12613,12613.0,0.0999999999999999,0.00225,0.0599999999999999,0.6000000000000001,0.000175,0,0,0,0,0,0
12614,12614.0,0.0999999999999999,0.00225,0.0599999999999999,0.6000000000000001,0.0001999999999999,0,0,0,0,0,0
12615,12615.0,0.0999999999999999,0.00225,0.0599999999999999,0.8,0.0001,1,1,0.017851889010664233,4.0674200999281156e-06,12831.666666666666,3.726779962499649
12616,12616.0,0.0999999999999999,0.00225,0.0599999999999999,0.8,0.000125,1,1,0.02201061483535009,5.068781196843218e-06,14908.0,4.0
12617,12617.0,0.0999999999999999,0.00225,0.0599999999999999,0.8,0.00015,1,1,0.025380023213965958,7.951948469846932e-06,19035.0,5.0
12618,12618.0,0.0999999999999999,0.00225,0.0599999999999999,0.8,0.000175,0,0,0,0,0,0
12619,12619.0,0.0999999999999999,0.00225,0.0599999999999999,0.8,0.0001999999999999,0,0,0,0,0,0
12620,12620.0,0.0999999999999999,0.00225,0.0599999999999999,1.0,0.0001,1,1,0.016115851681607306,3.4332212065313515e-06,12763.333333333334,4.714045207910316
12621,12621.0,0.0999999999999999,0.00225,0.0599999999999999,1.0,0.000125,1,1,0.02013078180931975,5.1542547771665696e-06,14836.0,4.898979485566356
12622,12622.0,0.0999999999999999,0.00225,0.0599999999999999,1.0,0.00015,1,1,0.02339572807047699,9.638797074597053e-06,19007.5,4.330127018922194
12623,12623.0,0.0999999999999999,0.00225,0.0599999999999999,1.0,0.000175,0,0,0,0,0,0
12624,12624.0,0.0999999999999999,0.00225,0.0599999999999999,1.0,0.0001999999999999,0,0,0,0,0,0
12625,12625.0,0.0999999999999999,0.00225,0.0599999999999999,1.2,0.0001,1,1,0.014554817190735748,2.431057558718954e-06,12724.285714285714,4.948716593053935
12626,12626.0,0.0999999999999999,0.00225,0.0599999999999999,1.2,0.000125,1,1,0.01842498552404261,8.355306969196915e-06,14816.0,4.898979485566356
12627,12627.0,0.0999999999999999,0.00225,0.0599999999999999,1.2,0.00015,1,1,0.021590345764611434,1.8787314576347237e-06,19040.0,0.0
12628,12628.0,0.0999999999999999,0.00225,0.0599999999999999,1.2,0.000175,0,0,0,0,0,0
12629,12629.0,0.0999999999999999,0.00225,0.0599999999999999,1.2,0.0001999999999999,0,0,0,0,0,0
12630,12630.0,0.0999999999999999,0.00225,0.0599999999999999,1.4,0.0001,1,1,0.01313458631975182,5.080282664074859e-06,12688.57142857143,3.499271061118826
12631,12631.0,0.0999999999999999,0.00225,0.0599999999999999,1.4,0.000125,1,1,0.016868209417117416,5.120591234447475e-06,14810.0,0.0
12632,12632.0,0.0999999999999999,0.00225,0.0599999999999999,1.4,0.00015,1,1,0.01991702031590193,7.168431814193256e-06,19097.5,4.330127018922194
12633,12633.0,0.0999999999999999,0.00225,0.0599999999999999,1.4,0.000175,0,0,0,0,0,0
12634,12634.0,0.0999999999999999,0.00225,0.0599999999999999,1.4,0.0001999999999999,0,0,0,0,0,0
12635,12635.0,0.0999999999999999,0.00225,0.0599999999999999,1.6,0.0001,1,1,0.01183810713266344,5.7103214492573155e-06,12635.714285714286,4.948716593053935
12636,12636.0,0.0999999999999999,0.00225,0.0599999999999999,1.6,0.000125,1,1,0.015433353339908785,5.388235318421252e-06,14802.0,4.0
12637,12637.0,0.0999999999999999,0.00225,0.0599999999999999,1.6,0.00015,1,1,0.018374401999753674,7.92979096296309e-06,19165.0,5.0
12638,12638.0,0.0999999999999999,0.00225,0.0599999999999999,1.6,0.000175,0,0,0,0,0,0
12639,12639.0,0.0999999999999999,0.00225,0.0599999999999999,1.6,0.0001999999999999,0,0,0,0,0,0
12640,12640.0,0.0999999999999999,0.00225,0.0599999999999999,1.8,0.0001,1,1,0.010649365704509124,7.0449368501588735e-06,12562.857142857143,4.5175395145262565
12641,12641.0,0.0999999999999999,0.00225,0.0599999999999999,1.8,0.000125,1,1,0.01410724001432274,5.109408006147032e-06,14786.0,4.898979485566356
12642,12642.0,0.0999999999999999,0.00225,0.0599999999999999,1.8,0.00015,1,1,0.016941711657518788,4.6377757596862844e-06,19235.0,5.0
12643,12643.0,0.0999999999999999,0.00225,0.0599999999999999,1.8,0.000175,0,0,0,0,0,0
12644,12644.0,0.0999999999999999,0.00225,0.0599999999999999,1.8,0.0001999999999999,0,0,0,0,0,0
12645,12645.0,0.0999999999999999,0.00225,0.0599999999999999,2.0,0.0001,1,1,0.009557118915336078,8.776787563174548e-06,12465.714285714286,4.948716593053935
12646,12646.0,0.0999999999999999,0.00225,0.0599999999999999,2.0,0.000125,1,1,0.01287700463716368,4.567548449303424e-06,14756.0,4.898979485566356
12647,12647.0,0.0999999999999999,0.00225,0.0599999999999999,2.0,0.00015,1,1,0.015602588571272913,8.07734734595249e-06,19300.0,0.0
12648,12648.0,0.0999999999999999,0.00225,0.0599999999999999,2.0,0.000175,0,0,0,0,0,0
12649,12649.0,0.0999999999999999,0.00225,0.0599999999999999,2.0,0.0001999999999999,0,0,0,0,0,0
12650,12650.0,0.0999999999999999,0.00225,0.0649999999999999,0.2,0.0001,0,0,0,0,0,0
12651,12651.0,0.0999999999999999,0.00225,0.0649999999999999,0.2,0.000125,0,0,0,0,0,0
12652,12652.0,0.0999999999999999,0.00225,0.0649999999999999,0.2,0.00015,0,0,0,0,0,0
12653,12653.0,0.0999999999999999,0.00225,0.0649999999999999,0.2,0.000175,0,0,0,0,0,0
12654,12654.0,0.0999999999999999,0.00225,0.0649999999999999,0.2,0.0001999999999999,0,0,0,0,0,0
12655,12655.0,0.0999999999999999,0.00225,0.0649999999999999,0.4,0.0001,1,1,0.022089410941816986,8.325818994588382e-07,18280.0,0.0
12656,12656.0,0.0999999999999999,0.00225,0.0649999999999999,0.4,0.000125,1,1,0.026034988858049567,1.4078072049081188e-06,25305.0,5.0
12657,12657.0,0.0999999999999999,0.00225,0.0649999999999999,0.4,0.00015,0,0,0,0,0,0
12658,12658.0,0.0999999999999999,0.00225,0.0649999999999999,0.4,0.000175,0,0,0,0,0,0
12659,12659.0,0.0999999999999999,0.00225,0.0649999999999999,0.4,0.0001999999999999,0,0,0,0,0,0
12660,12660.0,0.0999999999999999,0.00225,0.0649999999999999,0.6000000000000001,0.0001,1,1,0.019820871979933288,2.628810457791719e-06,17725.0,5.0
12661,12661.0,0.0999999999999999,0.00225,0.0649999999999999,0.6000000000000001,0.000125,1,1,0.023635806497839685,3.1529307944711816e-06,24785.0,5.0
12662,12662.0,0.0999999999999999,0.00225,0.0649999999999999,0.6000000000000001,0.00015,0,0,0,0,0,0
12663,12663.0,0.0999999999999999,0.00225,0.0649999999999999,0.6000000000000001,0.000175,0,0,0,0,0,0
12664,12664.0,0.0999999999999999,0.00225,0.0649999999999999,0.6000000000000001,0.0001999999999999,0,0,0,0,0,0
12665,12665.0,0.0999999999999999,0.00225,0.0649999999999999,0.8,0.0001,1,1,0.017845102755735608,4.623198352671833e-06,17595.0,5.0
12666,12666.0,0.0999999999999999,0.00225,0.0649999999999999,0.8,0.000125,1,1,0.02152218498758988,5.2989178957841395e-06,24765.0,5.0
12667,12667.0,0.0999999999999999,0.00225,0.0649999999999999,0.8,0.00015,0,0,0,0,0,0
12668,12668.0,0.0999999999999999,0.00225,0.0649999999999999,0.8,0.000175,0,0,0,0,0,0
12669,12669.0,0.0999999999999999,0.00225,0.0649999999999999,0.8,0.0001999999999999,0,0,0,0,0,0
12670,12670.0,0.0999999999999999,0.00225,0.0649999999999999,1.0,0.0001,1,1,0.016093372846205586,3.386265565901691e-06,17567.5,4.330127018922194
12671,12671.0,0.0999999999999999,0.00225,0.0649999999999999,1.0,0.000125,1,1,0.019634043365407527,1.287458130928625e-06,24880.0,0.0
12672,12672.0,0.0999999999999999,0.00225,0.0649999999999999,1.0,0.00015,0,0,0,0,0,0
12673,12673.0,0.0999999999999999,0.00225,0.0649999999999999,1.0,0.000175,0,0,0,0,0,0
12674,12674.0,0.0999999999999999,0.00225,0.0649999999999999,1.0,0.0001999999999999,0,0,0,0,0,0
12675,12675.0,0.0999999999999999,0.00225,0.0649999999999999,1.2,0.0001,1,1,0.014514667965900799,4.581780891587275e-06,17565.0,5.0
12676,12676.0,0.0999999999999999,0.00225,0.0649999999999999,1.2,0.000125,1,1,0.017901415026260758,2.173674642665584e-06,25040.0,0.0
12677,12677.0,0.0999999999999999,0.00225,0.0649999999999999,1.2,0.00015,0,0,0,0,0,0
12678,12678.0,0.0999999999999999,0.00225,0.0649999999999999,1.2,0.000175,0,0,0,0,0,0
12679,12679.0,0.0999999999999999,0.00225,0.0649999999999999,1.2,0.0001999999999999,0,0,0,0,0,0
12680,12680.0,0.0999999999999999,0.00225,0.0649999999999999,1.4,0.0001,1,1,0.01308452025449329,1.5761738182920666e-06,17560.0,0.0
12681,12681.0,0.0999999999999999,0.00225,0.0649999999999999,1.4,0.000125,1,1,0.016339015985993587,3.048295347765412e-06,25225.0,5.0
12682,12682.0,0.0999999999999999,0.00225,0.0649999999999999,1.4,0.00015,0,0,0,0,0,0
12683,12683.0,0.0999999999999999,0.00225,0.0649999999999999,1.4,0.000175,0,0,0,0,0,0
12684,12684.0,0.0999999999999999,0.00225,0.0649999999999999,1.4,0.0001999999999999,0,0,0,0,0,0
12685,12685.0,0.0999999999999999,0.00225,0.0649999999999999,1.6,0.0001,1,1,0.011775546374139264,3.7604661931177604e-06,17535.0,5.0
12686,12686.0,0.0999999999999999,0.00225,0.0649999999999999,1.6,0.000125,1,1,0.014890363494362008,8.323294363397475e-07,25415.0,5.0
12687,12687.0,0.0999999999999999,0.00225,0.0649999999999999,1.6,0.00015,0,0,0,0,0,0
12688,12688.0,0.0999999999999999,0.00225,0.0649999999999999,1.6,0.000175,0,0,0,0,0,0
12689,12689.0,0.0999999999999999,0.00225,0.0649999999999999,1.6,0.0001999999999999,0,0,0,0,0,0
12690,12690.0,0.0999999999999999,0.00225,0.0649999999999999,1.8,0.0001,1,1,0.010577391064101768,3.1941192553598206e-06,17487.5,4.330127018922194
12691,12691.0,0.0999999999999999,0.00225,0.0649999999999999,1.8,0.000125,1,1,0.013551976670920533,3.899466388289423e-07,25610.0,0.0
12692,12692.0,0.0999999999999999,0.00225,0.0649999999999999,1.8,0.00015,0,0,0,0,0,0
12693,12693.0,0.0999999999999999,0.00225,0.0649999999999999,1.8,0.000175,0,0,0,0,0,0
12694,12694.0,0.0999999999999999,0.00225,0.0649999999999999,1.8,0.0001999999999999,0,0,0,0,0,0
12695,12695.0,0.0999999999999999,0.00225,0.0649999999999999,2.0,0.0001,1,1,0.009474953415522734,2.465099125555271e-06,17410.0,0.0
12696,12696.0,0.0999999999999999,0.00225,0.0649999999999999,2.0,0.000125,1,1,0.01230311942460101,3.0227639664724344e-06,25805.0,5.0
12697,12697.0,0.0999999999999999,0.00225,0.0649999999999999,2.0,0.00015,0,0,0,0,0,0
12698,12698.0,0.0999999999999999,0.00225,0.0649999999999999,2.0,0.000175,0,0,0,0,0,0
12699,12699.0,0.0999999999999999,0.00225,0.0649999999999999,2.0,0.0001999999999999,0,0,0,0,0,0
12700,12700.0,0.0999999999999999,0.00225,0.0699999999999999,0.2,0.0001,0,0,0,0,0,0
12701,12701.0,0.0999999999999999,0.00225,0.0699999999999999,0.2,0.000125,0,0,0,0,0,0
12702,12702.0,0.0999999999999999,0.00225,0.0699999999999999,0.2,0.00015,0,0,0,0,0,0
12703,12703.0,0.0999999999999999,0.00225,0.0699999999999999,0.2,0.000175,0,0,0,0,0,0
12704,12704.0,0.0999999999999999,0.00225,0.0699999999999999,0.2,0.0001999999999999,0,0,0,0,0,0
12705,12705.0,0.0999999999999999,0.00225,0.0699999999999999,0.4,0.0001,1,1,0.021542523082856285,6.617713574933008e-08,30930.0,0.0
12706,12706.0,0.0999999999999999,0.00225,0.0699999999999999,0.4,0.000125,0,0,0,0,0,0
12707,12707.0,0.0999999999999999,0.00225,0.0699999999999999,0.4,0.00015,0,0,0,0,0,0
12708,12708.0,0.0999999999999999,0.00225,0.0699999999999999,0.4,0.000175,0,0,0,0,0,0
12709,12709.0,0.0999999999999999,0.00225,0.0699999999999999,0.4,0.0001999999999999,0,0,0,0,0,0
12710,12710.0,0.0999999999999999,0.00225,0.0699999999999999,0.6000000000000001,0.0001,1,1,0.0192641465983004,1.4464012074066161e-06,30795.0,5.0
12711,12711.0,0.0999999999999999,0.00225,0.0699999999999999,0.6000000000000001,0.000125,0,0,0,0,0,0
12712,12712.0,0.0999999999999999,0.00225,0.0699999999999999,0.6000000000000001,0.00015,0,0,0,0,0,0
12713,12713.0,0.0999999999999999,0.00225,0.0699999999999999,0.6000000000000001,0.000175,0,0,0,0,0,0
12714,12714.0,0.0999999999999999,0.00225,0.0699999999999999,0.6000000000000001,0.0001999999999999,0,0,0,0,0,0
12715,12715.0,0.0999999999999999,0.00225,0.0699999999999999,0.8,0.0001,1,1,0.017278244327210517,3.4601819631213644e-06,30995.0,5.0
12716,12716.0,0.0999999999999999,0.00225,0.0699999999999999,0.8,0.000125,0,0,0,0,0,0
12717,12717.0,0.0999999999999999,0.00225,0.0699999999999999,0.8,0.00015,0,0,0,0,0,0
12718,12718.0,0.0999999999999999,0.00225,0.0699999999999999,0.8,0.000175,0,0,0,0,0,0
12719,12719.0,0.0999999999999999,0.00225,0.0699999999999999,0.8,0.0001999999999999,0,0,0,0,0,0
12720,12720.0,0.0999999999999999,0.00225,0.0699999999999999,1.0,0.0001,1,1,0.015511929450132106,3.44855926297214e-06,31305.0,5.0
12721,12721.0,0.0999999999999999,0.00225,0.0699999999999999,1.0,0.000125,0,0,0,0,0,0
12722,12722.0,0.0999999999999999,0.00225,0.0699999999999999,1.0,0.00015,0,0,0,0,0,0
12723,12723.0,0.0999999999999999,0.00225,0.0699999999999999,1.0,0.000175,0,0,0,0,0,0
12724,12724.0,0.0999999999999999,0.00225,0.0699999999999999,1.0,0.0001999999999999,0,0,0,0,0,0
12725,12725.0,0.0999999999999999,0.00225,0.0699999999999999,1.2,0.0001,1,1,0.013917675692011864,4.424528560791769e-06,31660.0,0.0
12726,12726.0,0.0999999999999999,0.00225,0.0699999999999999,1.2,0.000125,0,0,0,0,0,0
12727,12727.0,0.0999999999999999,0.00225,0.0699999999999999,1.2,0.00015,0,0,0,0,0,0
12728,12728.0,0.0999999999999999,0.00225,0.0699999999999999,1.2,0.000175,0,0,0,0,0,0
12729,12729.0,0.0999999999999999,0.00225,0.0699999999999999,1.2,0.0001999999999999,0,0,0,0,0,0
12730,12730.0,0.0999999999999999,0.00225,0.0699999999999999,1.4,0.0001,1,1,0.012471367147200912,3.633520862811497e-06,32030.0,0.0
12731,12731.0,0.0999999999999999,0.00225,0.0699999999999999,1.4,0.000125,0,0,0,0,0,0
12732,12732.0,0.0999999999999999,0.00225,0.0699999999999999,1.4,0.00015,0,0,0,0,0,0
12733,12733.0,0.0999999999999999,0.00225,0.0699999999999999,1.4,0.000175,0,0,0,0,0,0
12734,12734.0,0.0999999999999999,0.00225,0.0699999999999999,1.4,0.0001999999999999,0,0,0,0,0,0
12735,12735.0,0.0999999999999999,0.00225,0.0699999999999999,1.6,0.0001,1,1,0.011144417472811002,1.1606687262263535e-06,32430.0,0.0
12736,12736.0,0.0999999999999999,0.00225,0.0699999999999999,1.6,0.000125,0,0,0,0,0,0
12737,12737.0,0.0999999999999999,0.00225,0.0699999999999999,1.6,0.00015,0,0,0,0,0,0
12738,12738.0,0.0999999999999999,0.00225,0.0699999999999999,1.6,0.000175,0,0,0,0,0,0
12739,12739.0,0.0999999999999999,0.00225,0.0699999999999999,1.6,0.0001999999999999,0,0,0,0,0,0
12740,12740.0,0.0999999999999999,0.00225,0.0699999999999999,1.8,0.0001,1,1,0.009918572216251715,2.568023785920817e-07,32850.0,0.0
12741,12741.0,0.0999999999999999,0.00225,0.0699999999999999,1.8,0.000125,0,0,0,0,0,0
12742,12742.0,0.0999999999999999,0.00225,0.0699999999999999,1.8,0.00015,0,0,0,0,0,0
12743,12743.0,0.0999999999999999,0.00225,0.0699999999999999,1.8,0.000175,0,0,0,0,0,0
12744,12744.0,0.0999999999999999,0.00225,0.0699999999999999,1.8,0.0001999999999999,0,0,0,0,0,0
12745,12745.0,0.0999999999999999,0.00225,0.0699999999999999,2.0,0.0001,1,1,0.008792016747928382,5.057850574422679e-07,33310.0,0.0
12746,12746.0,0.0999999999999999,0.00225,0.0699999999999999,2.0,0.000125,0,0,0,0,0,0
12747,12747.0,0.0999999999999999,0.00225,0.0699999999999999,2.0,0.00015,0,0,0,0,0,0
12748,12748.0,0.0999999999999999,0.00225,0.0699999999999999,2.0,0.000175,0,0,0,0,0,0
12749,12749.0,0.0999999999999999,0.00225,0.0699999999999999,2.0,0.0001999999999999,0,0,0,0,0,0
12750,12750.0,0.0999999999999999,0.00225,0.0749999999999999,0.2,0.0001,0,0,0,0,0,0
12751,12751.0,0.0999999999999999,0.00225,0.0749999999999999,0.2,0.000125,0,0,0,0,0,0
12752,12752.0,0.0999999999999999,0.00225,0.0749999999999999,0.2,0.00015,0,0,0,0,0,0
12753,12753.0,0.0999999999999999,0.00225,0.0749999999999999,0.2,0.000175,0,0,0,0,0,0
12754,12754.0,0.0999999999999999,0.00225,0.0749999999999999,0.2,0.0001999999999999,0,0,0,0,0,0
12755,12755.0,0.0999999999999999,0.00225,0.0749999999999999,0.4,0.0001,0,0,0,0,0,0
12756,12756.0,0.0999999999999999,0.00225,0.0749999999999999,0.4,0.000125,0,0,0,0,0,0
12757,12757.0,0.0999999999999999,0.00225,0.0749999999999999,0.4,0.00015,0,0,0,0,0,0
12758,12758.0,0.0999999999999999,0.00225,0.0749999999999999,0.4,0.000175,0,0,0,0,0,0
12759,12759.0,0.0999999999999999,0.00225,0.0749999999999999,0.4,0.0001999999999999,0,0,0,0,0,0
12760,12760.0,0.0999999999999999,0.00225,0.0749999999999999,0.6000000000000001,0.0001,0,0,0,0,0,0
12761,12761.0,0.0999999999999999,0.00225,0.0749999999999999,0.6000000000000001,0.000125,0,0,0,0,0,0
12762,12762.0,0.0999999999999999,0.00225,0.0749999999999999,0.6000000000000001,0.00015,0,0,0,0,0,0
12763,12763.0,0.0999999999999999,0.00225,0.0749999999999999,0.6000000000000001,0.000175,0,0,0,0,0,0
12764,12764.0,0.0999999999999999,0.00225,0.0749999999999999,0.6000000000000001,0.0001999999999999,0,0,0,0,0,0
12765,12765.0,0.0999999999999999,0.00225,0.0749999999999999,0.8,0.0001,0,0,0,0,0,0
